product_name,aspect,score,label
1_roundlab,sun_protection,0.4,긍정
1_roundlab,hydration,0.8,긍정
1_roundlab,lightweight,0.4,긍정
1_roundlab,pilling,-0.8,부정
1_roundlab,hydration,0.56,긍정
1_roundlab,texture,0.8,긍정
1_roundlab,white_cast,0.8,긍정
1_roundlab,lightweight,0.8,긍정
1_roundlab,hydration,0.6,긍정
1_roundlab,price,0.8,긍정
1_roundlab,consistency,0.8,긍정
1_roundlab,spreadability,0.8,긍정
1_roundlab,texture,0.8,긍정
1_roundlab,sensitive_skintype,0.533,긍정
1_roundlab,irritation,0.56,긍정
1_roundlab,sun_protection,0.8,긍정
1_roundlab,lightweight,0.533,긍정
1_roundlab,texture,0.0,중립
1_roundlab,white_cast,0.4,긍정
1_roundlab,sensitive_skintype,0.0,중립
1_roundlab,hydration,0.8,긍정
1_roundlab,irritation,-0.8,부정
1_roundlab,hydration,0.4,긍정
1_roundlab,pilling,0.2,긍정
1_roundlab,texture,0.12,긍정
1_roundlab,consistency,1.12,긍정
1_roundlab,finish,0.4,긍정
1_roundlab,hydration,0.6,긍정
1_roundlab,sun_protection,0.8,긍정
1_roundlab,lightweight,0.4,긍정
1_roundlab,texture,0.4,긍정
1_roundlab,lightweight,0.6,긍정
1_roundlab,absorption,0.6,긍정
1_roundlab,hydration,0.8,긍정
1_roundlab,lightweight,1.12,긍정
1_roundlab,price,0.8,긍정
1_roundlab,white_cast,-0.533,부정
1_roundlab,lightweight,1.12,긍정
1_roundlab,absorption,0.6,긍정
1_roundlab,hydration,0.6,긍정
1_roundlab,white_cast,0.8,긍정
1_roundlab,sun_protection,0.533,긍정
1_roundlab,price,0.8,긍정
1_roundlab,finish,0.4,긍정
1_roundlab,sticky,-0.8,부정
1_roundlab,sensitive_skintype,0.4,긍정
1_roundlab,white_cast,0.8,긍정
1_roundlab,scent,0.6,긍정
1_roundlab,pilling,0.6,긍정
1_roundlab,absorption,0.8,긍정
1_roundlab,texture,0.0,중립
1_roundlab,sun_protection,0.8,긍정
1_roundlab,absorption,0.8,긍정
1_roundlab,price,0.8,긍정
1_roundlab,sun_protection,0.4,긍정
1_roundlab,lightweight,1.12,긍정
1_roundlab,absorption,1.12,긍정
1_roundlab,lightweight,0.8,긍정
1_roundlab,sun_protection,0.8,긍정
1_roundlab,texture,0.8,긍정
1_roundlab,lightweight,0.56,긍정
1_roundlab,sun_protection,0.8,긍정
1_roundlab,hydration,0.224,긍정
1_roundlab,white_cast,-0.4,부정
1_roundlab,absorption,0.2,긍정
1_roundlab,white_cast,0.4,긍정
1_roundlab,sticky,-1.12,부정
1_roundlab,sticky,-0.8,부정
1_roundlab,oily,-0.8,부정
1_roundlab,spreadability,-0.8,부정
1_roundlab,sensitive_skintype,-0.8,부정
1_roundlab,white_cast,-0.4,부정
1_roundlab,sticky,-0.4,부정
1_roundlab,consistency,0.56,긍정
1_roundlab,brightening,0.48,긍정
1_roundlab,white_cast,0.4,긍정
1_roundlab,hydration,0.4,긍정
1_roundlab,finish,-0.4,부정
1_roundlab,sensitive_skintype,0.8,긍정
1_roundlab,white_cast,0.8,긍정
1_roundlab,lightweight,0.4,긍정
1_roundlab,sun_protection,0.533,긍정
1_roundlab,hydration,0.4,긍정
1_roundlab,price,0.8,긍정
1_roundlab,spreadability,0.4,긍정
1_roundlab,finish,0.6,긍정
1_roundlab,finish,-0.8,부정
1_roundlab,sticky,-0.8,부정
1_roundlab,hydration,-0.8,부정
1_roundlab,price,0.8,긍정
1_roundlab,lightweight,0.2,긍정
1_roundlab,spreadability,0.2,긍정
1_roundlab,hydration,0.4,긍정
1_roundlab,glowy,0.4,긍정
1_roundlab,finish,0.4,긍정
1_roundlab,texture,0.56,긍정
1_roundlab,lightweight,0.8,긍정
1_roundlab,spreadability,0.8,긍정
1_roundlab,texture,0.8,긍정
1_roundlab,sensitive_skintype,0.56,긍정
1_roundlab,lightweight,0.8,긍정
1_roundlab,sun_protection,0.8,긍정
1_roundlab,hydration,-0.8,부정
1_roundlab,hydration,0.8,긍정
1_roundlab,white_cast,0.0,중립
1_roundlab,lightweight,0.8,긍정
1_roundlab,sun_protection,-0.8,부정
1_roundlab,hydration,0.8,긍정
1_roundlab,texture,0.8,긍정
1_roundlab,price,0.8,긍정
1_roundlab,texture,0.8,긍정
1_roundlab,acne,0.8,긍정
1_roundlab,sensitive_skintype,0.8,긍정
1_roundlab,price,1.12,긍정
1_roundlab,delivery,0.8,긍정
1_roundlab,price,-0.8,부정
1_roundlab,sticky,-0.8,부정
1_roundlab,absorption,-0.8,부정
1_roundlab,hydration,1.12,긍정
1_roundlab,hydration,0.8,긍정
1_roundlab,white_cast,0.8,긍정
1_roundlab,sun_protection,0.0,중립
1_roundlab,hydration,0.56,긍정
1_roundlab,spreadability,0.8,긍정
1_roundlab,texture,0.8,긍정
1_roundlab,finish,0.48,긍정
1_roundlab,sensitive_skintype,0.133,긍정
1_roundlab,sticky,0.8,긍정
1_roundlab,price,0.8,긍정
1_roundlab,sun_protection,0.7,긍정
1_roundlab,irritation,0.8,긍정
1_roundlab,acne,0.8,긍정
1_roundlab,lightweight,0.8,긍정
1_roundlab,texture,0.8,긍정
1_roundlab,irritation,-0.8,부정
1_roundlab,scent,1.12,긍정
1_roundlab,white_cast,-0.133,부정
1_roundlab,sun_protection,0.6,긍정
1_roundlab,absorption,0.2,긍정
1_roundlab,sensitive_skintype,0.8,긍정
1_roundlab,sticky,-0.8,부정
1_roundlab,hydration,-0.8,부정
1_roundlab,eye_irritation,0.8,긍정
1_roundlab,hydration,0.6,긍정
1_roundlab,lightweight,0.8,긍정
1_roundlab,spreadability,0.56,긍정
1_roundlab,lightweight,0.76,긍정
1_roundlab,absorption,0.6,긍정
1_roundlab,delivery,0.8,긍정
1_roundlab,scent,-0.4,부정
1_roundlab,sticky,0.8,긍정
1_roundlab,texture,0.8,긍정
1_roundlab,lightweight,0.56,긍정
1_roundlab,spreadability,0.56,긍정
1_roundlab,sticky,-0.8,부정
1_roundlab,sun_protection,0.0,중립
1_roundlab,glowy,0.4,긍정
1_roundlab,sun_protection,-0.4,부정
1_roundlab,lightweight,0.2,긍정
1_roundlab,absorption,-0.4,부정
1_roundlab,sun_protection,0.8,긍정
1_roundlab,hydration,0.8,긍정
1_roundlab,white_cast,-0.8,부정
1_roundlab,sun_protection,-0.8,부정
1_roundlab,sticky,0.0,중립
1_roundlab,lightweight,0.4,긍정
1_roundlab,sun_protection,0.4,긍정
1_roundlab,hydration,0.4,긍정
1_roundlab,texture,0.4,긍정
1_roundlab,sensitive_skintype,0.8,긍정
1_roundlab,irritation,-0.56,부정
1_roundlab,sensitive_skintype,-0.4,부정
1_roundlab,glowy,0.2,긍정
1_roundlab,sticky,-0.8,부정
1_roundlab,white_cast,-0.8,부정
1_roundlab,sticky,-0.4,부정
1_roundlab,delivery,0.6,긍정
1_roundlab,texture,0.6,긍정
1_roundlab,absorption,-1.12,부정
1_roundlab,white_cast,-0.96,부정
1_roundlab,lightweight,0.8,긍정
1_roundlab,hydration,0.8,긍정
1_roundlab,hydration,0.4,긍정
1_roundlab,sticky,-0.4,부정
1_roundlab,sun_protection,-0.8,부정
1_roundlab,irritation,-0.8,부정
1_roundlab,sensitive_skintype,-0.8,부정
1_roundlab,lightweight,0.96,긍정
1_roundlab,hydration,0.96,긍정
1_roundlab,texture,0.96,긍정
1_roundlab,hydration,1.013,긍정
1_roundlab,price,0.8,긍정
1_roundlab,white_cast,-0.8,부정
1_roundlab,sun_protection,0.8,긍정
1_roundlab,sticky,-0.4,부정
1_roundlab,sun_protection,0.8,긍정
1_roundlab,scent,-0.8,부정
1_roundlab,absorption,-1.12,부정
1_roundlab,absorption,0.8,긍정
1_roundlab,white_cast,-0.8,부정
1_roundlab,texture,-0.8,부정
1_roundlab,sticky,-0.4,부정
1_roundlab,glowy,0.8,긍정
1_roundlab,eye_irritation,1.12,긍정
1_roundlab,texture,-0.4,부정
1_roundlab,sensitive_skintype,0.8,긍정
1_roundlab,hydration,0.4,긍정
1_roundlab,hydration,-0.4,부정
1_roundlab,sun_protection,0.133,긍정
1_roundlab,delivery,0.6,긍정
1_roundlab,delivery,0.8,긍정
1_roundlab,absorption,0.4,긍정
1_roundlab,lightweight,-0.56,부정
1_roundlab,sticky,-0.56,부정
1_roundlab,texture,0.827,긍정
1_roundlab,absorption,-0.4,부정
1_roundlab,lightweight,0.667,긍정
1_roundlab,sticky,-0.4,부정
1_roundlab,sun_protection,0.4,긍정
1_roundlab,lightweight,0.8,긍정
1_roundlab,glowy,0.8,긍정
1_roundlab,watery,0.56,긍정
1_roundlab,texture,0.6,긍정
1_roundlab,absorption,0.6,긍정
1_roundlab,irritation,0.8,긍정
1_roundlab,sensitive_skintype,0.0,중립
1_roundlab,lightweight,0.8,긍정
1_roundlab,price,0.8,긍정
1_roundlab,lightweight,1.12,긍정
1_roundlab,sun_protection,0.96,긍정
1_roundlab,lightweight,0.8,긍정
1_roundlab,texture,0.8,긍정
1_roundlab,finish,0.8,긍정
1_roundlab,white_cast,1.12,긍정
1_roundlab,texture,0.8,긍정
1_roundlab,oily,-0.4,부정
1_roundlab,lightweight,0.8,긍정
1_roundlab,absorption,0.8,긍정
1_roundlab,finish,0.8,긍정
1_roundlab,lightweight,1.12,긍정
1_roundlab,white_cast,0.8,긍정
1_roundlab,hydration,0.8,긍정
1_roundlab,lightweight,0.56,긍정
1_roundlab,hydration,0.4,긍정
1_roundlab,absorption,0.8,긍정
1_roundlab,absorption,0.8,긍정
1_roundlab,lightweight,-0.4,부정
1_roundlab,hydration,0.56,긍정
1_roundlab,acne,0.4,긍정
1_roundlab,amount,0.4,긍정
1_roundlab,sensitive_skintype,0.28,긍정
1_roundlab,lightweight,0.6,긍정
1_roundlab,absorption,0.6,긍정
1_roundlab,white_cast,-0.96,부정
1_roundlab,white_cast,0.4,긍정
1_roundlab,hydration,1.12,긍정
1_roundlab,white_cast,0.4,긍정
1_roundlab,hydration,0.6,긍정
1_roundlab,price,0.8,긍정
1_roundlab,eye_irritation,0.8,긍정
1_roundlab,sun_protection,0.4,긍정
1_roundlab,hydration,0.4,긍정
1_roundlab,lightweight,-0.8,부정
1_roundlab,scent,-0.8,부정
1_roundlab,lightweight,0.8,긍정
1_roundlab,sticky,0.4,긍정
1_roundlab,sun_protection,0.8,긍정
1_roundlab,hydration,0.4,긍정
1_roundlab,irritation,0.8,긍정
1_roundlab,acne,0.8,긍정
1_roundlab,sensitive_skintype,0.8,긍정
1_roundlab,scent,0.8,긍정
1_roundlab,scent,0.8,긍정
1_roundlab,texture,0.8,긍정
1_roundlab,spreadability,-0.4,부정
1_roundlab,white_cast,0.0,중립
1_roundlab,eye_irritation,0.8,긍정
1_roundlab,price,0.8,긍정
1_roundlab,sticky,0.8,긍정
1_roundlab,sticky,-0.8,부정
1_roundlab,price,0.8,긍정
1_roundlab,consistency,-0.4,부정
1_roundlab,sticky,-0.8,부정
1_roundlab,absorption,0.8,긍정
1_roundlab,texture,0.8,긍정
1_roundlab,white_cast,-0.8,부정
1_roundlab,texture,-0.8,부정
1_roundlab,white_cast,-0.8,부정
1_roundlab,sun_protection,-0.8,부정
1_roundlab,sticky,-0.4,부정
1_roundlab,price,1.013,긍정
1_roundlab,hydration,-1.12,부정
1_roundlab,irritation,-1.12,부정
1_roundlab,hydration,0.8,긍정
1_roundlab,lightweight,0.8,긍정
1_roundlab,white_cast,0.267,긍정
1_roundlab,lightweight,-1.12,부정
1_roundlab,sticky,-0.6,부정
1_roundlab,hydration,0.2,긍정
1_roundlab,glowy,-0.6,부정
1_roundlab,spreadability,-0.16,부정
1_roundlab,lightweight,1.12,긍정
1_roundlab,price,1.12,긍정
1_roundlab,sticky,-0.56,부정
1_roundlab,sticky,-0.2,부정
1_roundlab,sun_protection,0.3,긍정
1_roundlab,hydration,-0.8,부정
1_roundlab,irritation,0.8,긍정
1_roundlab,eye_irritation,-0.8,부정
1_roundlab,finish,0.8,긍정
1_roundlab,hydration,1.12,긍정
1_roundlab,texture,1.12,긍정
1_roundlab,texture,0.8,긍정
1_roundlab,irritation,-0.8,부정
1_roundlab,sensitive_skintype,-0.8,부정
1_roundlab,price,0.4,긍정
1_roundlab,sticky,-0.133,부정
1_roundlab,white_cast,0.56,긍정
1_roundlab,hydration,0.8,긍정
1_roundlab,glowy,0.56,긍정
1_roundlab,finish,0.56,긍정
1_roundlab,texture,0.8,긍정
1_roundlab,sticky,-0.8,부정
1_roundlab,watery,-0.8,부정
1_roundlab,texture,-0.8,부정
1_roundlab,oily,-0.8,부정
1_roundlab,white_cast,-0.4,부정
1_roundlab,hydration,-0.56,부정
1_roundlab,white_cast,0.8,긍정
1_roundlab,sun_protection,0.8,긍정
1_roundlab,sensitive_skintype,0.8,긍정
1_roundlab,white_cast,0.8,긍정
1_roundlab,absorption,0.8,긍정
1_roundlab,sun_protection,0.8,긍정
1_roundlab,texture,0.8,긍정
1_roundlab,hydration,0.667,긍정
1_roundlab,sticky,-0.4,부정
1_roundlab,price,0.8,긍정
1_roundlab,sensitive_skintype,0.8,긍정
1_roundlab,oily,0.8,긍정
1_roundlab,lightweight,0.16,긍정
1_roundlab,sticky,0.8,긍정
1_roundlab,scent,0.96,긍정
1_roundlab,scent,-0.4,부정
1_roundlab,absorption,0.48,긍정
1_roundlab,hydration,0.6,긍정
1_roundlab,mineral_sunscreen,0.8,긍정
1_roundlab,spreadability,0.267,긍정
1_roundlab,texture,0.6,긍정
1_roundlab,white_cast,0.373,긍정
1_roundlab,sensitive_skintype,-0.1,부정
1_roundlab,scent,-0.8,부정
1_roundlab,white_cast,0.8,긍정
1_roundlab,absorption,1.12,긍정
1_roundlab,texture,1.12,긍정
1_roundlab,absorption,0.4,긍정
1_roundlab,absorption,-0.8,부정
1_roundlab,lightweight,0.8,긍정
1_roundlab,sun_protection,0.8,긍정
1_roundlab,lightweight,0.8,긍정
1_roundlab,lightweight,0.8,긍정
1_roundlab,oily,0.8,긍정
1_roundlab,scent,0.8,긍정
1_roundlab,lightweight,0.8,긍정
1_roundlab,hydration,0.56,긍정
1_roundlab,texture,0.84,긍정
1_roundlab,lightweight,0.8,긍정
1_roundlab,sticky,-0.6,부정
1_roundlab,lightweight,-0.56,부정
1_roundlab,sticky,0.12,긍정
1_roundlab,white_cast,-0.16,부정
1_roundlab,hydration,-0.4,부정
1_roundlab,eye_irritation,-0.133,부정
1_roundlab,lightweight,1.12,긍정
1_roundlab,hydration,1.12,긍정
1_roundlab,scent,0.8,긍정
1_roundlab,pore,0.8,긍정
1_roundlab,absorption,0.2,긍정
1_roundlab,hydration,0.4,긍정
1_roundlab,texture,0.4,긍정
1_roundlab,lightweight,0.8,긍정
1_roundlab,hydration,-0.8,부정
1_roundlab,eye_irritation,0.8,긍정
1_roundlab,texture,0.8,긍정
1_roundlab,absorption,0.8,긍정
1_roundlab,texture,0.8,긍정
1_roundlab,sun_protection,0.8,긍정
1_roundlab,glowy,0.8,긍정
1_roundlab,scent,-0.4,부정
1_roundlab,lightweight,0.4,긍정
1_roundlab,lightweight,0.8,긍정
1_roundlab,sun_protection,0.8,긍정
1_roundlab,lightweight,0.4,긍정
1_roundlab,scent,-0.8,부정
1_roundlab,sun_protection,-0.8,부정
1_roundlab,hydration,0.6,긍정
1_roundlab,consistency,1.12,긍정
1_roundlab,texture,0.8,긍정
1_roundlab,lightweight,0.8,긍정
1_roundlab,coverage,0.8,긍정
1_roundlab,pilling,0.8,긍정
1_roundlab,eye_irritation,0.8,긍정
1_roundlab,spreadability,0.8,긍정
1_roundlab,price,0.8,긍정
1_roundlab,hydration,0.48,긍정
1_roundlab,glowy,0.4,긍정
1_roundlab,absorption,-0.8,부정
1_roundlab,glowy,0.8,긍정
1_roundlab,sun_protection,1.12,긍정
1_roundlab,sticky,-0.6,부정
1_roundlab,sticky,-0.4,부정
1_roundlab,lightweight,0.8,긍정
1_roundlab,sun_protection,0.8,긍정
1_roundlab,hydration,0.8,긍정
1_roundlab,price,0.8,긍정
1_roundlab,texture,0.8,긍정
1_roundlab,white_cast,0.56,긍정
1_roundlab,finish,0.8,긍정
1_roundlab,sun_protection,1.12,긍정
1_roundlab,sun_protection,0.8,긍정
1_roundlab,coverage,0.8,긍정
1_roundlab,white_cast,0.0,중립
1_roundlab,hydration,-0.1,부정
1_roundlab,oily,-0.267,부정
1_roundlab,pilling,0.0,중립
1_roundlab,eye_irritation,0.4,긍정
1_roundlab,spreadability,-0.267,부정
1_roundlab,lightweight,0.8,긍정
1_roundlab,sun_protection,0.8,긍정
1_roundlab,absorption,0.8,긍정
1_roundlab,texture,0.8,긍정
1_roundlab,sticky,0.8,긍정
1_roundlab,glowy,0.8,긍정
1_roundlab,price,0.8,긍정
1_roundlab,price,1.12,긍정
1_roundlab,sun_protection,0.56,긍정
1_roundlab,texture,0.68,긍정
1_roundlab,texture,0.6,긍정
1_roundlab,pilling,0.0,중립
1_roundlab,sticky,-0.133,부정
1_roundlab,white_cast,0.0,중립
1_roundlab,lightweight,0.8,긍정
1_roundlab,sticky,0.56,긍정
1_roundlab,sun_protection,0.267,긍정
1_roundlab,absorption,0.4,긍정
1_roundlab,hydration,0.533,긍정
1_roundlab,spreadability,0.8,긍정
1_roundlab,texture,0.8,긍정
1_roundlab,finish,0.8,긍정
1_roundlab,coverage,-0.4,부정
1_roundlab,white_cast,-0.8,부정
1_roundlab,hydration,-0.8,부정
1_roundlab,texture,0.6,긍정
1_roundlab,sticky,-0.8,부정
1_roundlab,pilling,0.8,긍정
1_roundlab,texture,0.8,긍정
1_roundlab,white_cast,-0.8,부정
1_roundlab,price,0.4,긍정
1_roundlab,price,1.12,긍정
1_roundlab,hydration,0.8,긍정
1_roundlab,price,0.8,긍정
1_roundlab,texture,0.8,긍정
1_roundlab,finish,-0.2,부정
1_roundlab,texture,0.667,긍정
1_roundlab,lightweight,0.8,긍정
1_roundlab,price,0.8,긍정
1_roundlab,absorption,0.8,긍정
1_roundlab,hydration,0.8,긍정
1_roundlab,texture,0.8,긍정
1_roundlab,sensitive_skintype,0.8,긍정
1_roundlab,lightweight,0.8,긍정
1_roundlab,sticky,-0.8,부정
1_roundlab,texture,0.8,긍정
1_roundlab,sticky,-0.4,부정
1_roundlab,texture,0.8,긍정
1_roundlab,white_cast,0.8,긍정
1_roundlab,lightweight,-0.12,부정
1_roundlab,sun_protection,0.8,긍정
1_roundlab,hydration,0.8,긍정
1_roundlab,white_cast,-0.8,부정
1_roundlab,sun_protection,0.6,긍정
1_roundlab,white_cast,-0.8,부정
1_roundlab,hydration,-0.2,부정
1_roundlab,brightening,0.6,긍정
1_roundlab,scent,-0.8,부정
1_roundlab,sun_protection,0.4,긍정
1_roundlab,hydration,0.4,긍정
1_roundlab,sticky,-0.8,부정
1_roundlab,lightweight,0.6,긍정
1_roundlab,hydration,-0.26,부정
1_roundlab,glowy,0.54,긍정
1_roundlab,texture,1.12,긍정
1_roundlab,absorption,0.96,긍정
1_roundlab,pore,0.96,긍정
1_roundlab,white_cast,0.267,긍정
1_roundlab,eye_irritation,0.133,긍정
1_roundlab,irritation,0.8,긍정
1_roundlab,lightweight,0.4,긍정
1_roundlab,spreadability,0.4,긍정
1_roundlab,sun_protection,0.84,긍정
1_roundlab,sticky,0.8,긍정
1_roundlab,hydration,0.8,긍정
1_roundlab,spreadability,0.8,긍정
1_roundlab,white_cast,0.8,긍정
1_roundlab,lightweight,0.8,긍정
1_roundlab,sun_protection,0.0,중립
1_roundlab,lightweight,0.4,긍정
1_roundlab,sticky,-0.4,부정
1_roundlab,hydration,0.4,긍정
1_roundlab,sun_protection,1.12,긍정
1_roundlab,price,0.8,긍정
1_roundlab,scent,0.4,긍정
1_roundlab,lightweight,0.4,긍정
1_roundlab,price,0.8,긍정
1_roundlab,acne,0.8,긍정
1_roundlab,oily,0.8,긍정
1_roundlab,white_cast,0.0,중립
1_roundlab,white_cast,0.0,중립
1_roundlab,delivery,0.827,긍정
1_roundlab,white_cast,-0.8,부정
1_roundlab,texture,0.0,중립
1_roundlab,sun_protection,0.8,긍정
1_roundlab,hydration,0.8,긍정
1_roundlab,price,0.8,긍정
1_roundlab,consistency,0.6,긍정
1_roundlab,delivery,0.4,긍정
1_roundlab,lightweight,0.56,긍정
1_roundlab,sticky,-0.6,부정
1_roundlab,pore,-0.8,부정
1_roundlab,sticky,0.24,긍정
1_roundlab,scent,-0.56,부정
1_roundlab,spreadability,0.0,중립
1_roundlab,absorption,-0.16,부정
1_roundlab,hydration,0.8,긍정
1_roundlab,sticky,0.8,긍정
1_roundlab,lightweight,0.6,긍정
1_roundlab,hydration,0.4,긍정
1_roundlab,finish,0.4,긍정
1_roundlab,white_cast,-0.4,부정
1_roundlab,hydration,0.8,긍정
1_roundlab,glowy,0.8,긍정
1_roundlab,sticky,-0.8,부정
1_roundlab,absorption,0.0,중립
1_roundlab,price,0.8,긍정
1_roundlab,sun_protection,0.6,긍정
1_roundlab,normal_skintype,0.6,긍정
1_roundlab,price,0.8,긍정
1_roundlab,sensitive_skintype,0.56,긍정
1_roundlab,sticky,-0.8,부정
1_roundlab,texture,-0.8,부정
1_roundlab,sun_protection,-0.8,부정
1_roundlab,price,0.8,긍정
1_roundlab,consistency,0.8,긍정
1_roundlab,amount,0.8,긍정
1_roundlab,white_cast,0.8,긍정
1_roundlab,hydration,0.8,긍정
1_roundlab,sensitive_skintype,0.0,중립
1_roundlab,consistency,0.8,긍정
1_roundlab,delivery,0.56,긍정
1_roundlab,white_cast,0.4,긍정
1_roundlab,texture,0.56,긍정
1_roundlab,acne,-0.4,부정
1_roundlab,white_cast,1.12,긍정
1_roundlab,absorption,0.8,긍정
1_roundlab,absorption,0.8,긍정
1_roundlab,sticky,-0.2,부정
1_roundlab,sticky,-0.8,부정
1_roundlab,sun_protection,-0.8,부정
1_roundlab,hydration,0.8,긍정
1_roundlab,hydration,0.933,긍정
1_roundlab,oily,0.4,긍정
1_roundlab,sticky,0.8,긍정
1_roundlab,texture,0.8,긍정
1_roundlab,spreadability,0.4,긍정
1_roundlab,glowy,0.8,긍정
1_roundlab,pilling,0.8,긍정
1_roundlab,spreadability,0.8,긍정
1_roundlab,lightweight,-0.8,부정
1_roundlab,glowy,-0.8,부정
1_roundlab,irritation,-0.8,부정
1_roundlab,sticky,-0.8,부정
1_roundlab,sticky,-0.6,부정
1_roundlab,white_cast,-0.32,부정
1_roundlab,eye_irritation,-0.6,부정
1_roundlab,hydration,0.8,긍정
1_roundlab,lightweight,0.8,긍정
1_roundlab,sun_protection,0.56,긍정
1_roundlab,hydration,0.96,긍정
1_roundlab,coverage,0.84,긍정
1_roundlab,texture,0.8,긍정
1_roundlab,pilling,0.8,긍정
1_roundlab,glowy,0.8,긍정
1_roundlab,consistency,0.0,중립
1_roundlab,sensitive_skintype,0.0,중립
1_roundlab,sun_protection,0.8,긍정
1_roundlab,spreadability,0.6,긍정
1_roundlab,hydration,0.8,긍정
1_roundlab,lightweight,-0.8,부정
1_roundlab,absorption,0.8,긍정
1_roundlab,hydration,0.6,긍정
1_roundlab,white_cast,-0.8,부정
1_roundlab,lightweight,0.8,긍정
1_roundlab,price,0.8,긍정
1_roundlab,spreadability,0.8,긍정
1_roundlab,texture,0.8,긍정
